country;year;sex;age;suicides_no;population;suicidesper100k;country-year;HDI for year;gdp_for_year_dolar;gdp_per_capita;generation
Spain;1999;female;75+ years;171;1752702;9,76;Spain1999;;633,194,118,900;16756;G,I, Generation
Spain;1999;female;55-74 years;309;4152474;7,44;Spain1999;;633,194,118,900;16756;Silent
Spain;1999;male;15-24 years;218;3024035;7,21;Spain1999;;633,194,118,900;16756;Generation X
Spain;1999;female;35-54 years;204;5320218;3,83;Spain1999;;633,194,118,900;16756;Boomers
Spain;1999;female;15-24 years;61;2890218;2,11;Spain1999;;633,194,118,900;16756;Generation X
Spain;1999;female;25-34 years;64;3242804;1,97;Spain1999;;633,194,118,900;16756;Generation X
Spain;1999;male;5-14 years;2;2109838;0,09;Spain1999;;633,194,118,900;16756;Millenials
Spain;1999;female;5-14 years;0;1992855;0;Spain1999;;633,194,118,900;16756;Millenials
Spain;2000;male;75+ years;488;1085540;44,95;Spain2000;0,827;595,402,616,547;15538;G,I, Generation
Spain;2000;male;55-74 years;710;3711409;19,13;Spain2000;0,827;595,402,616,547;15538;Silent
Spain;2000;male;35-54 years;742;5461859;13,59;Spain2000;0,827;595,402,616,547;15538;Boomers
Spain;2000;male;25-34 years;400;3377214;11,84;Spain2000;0,827;595,402,616,547;15538;Generation X
Spain;2000;female;75+ years;165;1821548;9,06;Spain2000;0,827;595,402,616,547;15538;G,I, Generation
Spain;2000;male;15-24 years;229;2984879;7,67;Spain2000;0,827;595,402,616,547;15538;Generation X
Spain;2000;female;55-74 years;285;4176546;6,82;Spain2000;0,827;595,402,616,547;15538;Silent
Spain;2000;female;35-54 years;216;5498932;3,93;Spain2000;0,827;595,402,616,547;15538;Boomers
Spain;2000;female;25-34 years;107;3274904;3,27;Spain2000;0,827;595,402,616,547;15538;Generation X
Spain;2000;female;15-24 years;43;2846326;1,51;Spain2000;0,827;595,402,616,547;15538;Generation X
Spain;2000;male;5-14 years;6;2096540;0,29;Spain2000;0,827;595,402,616,547;15538;Millenials
Spain;2000;female;5-14 years;3;1984299;0,15;Spain2000;0,827;595,402,616,547;15538;Millenials
Spain;2001;male;75+ years;462;1126029;41,03;Spain2001;;625,975,838,926;16169;Silent
Spain;2001;male;55-74 years;658;3750171;17,55;Spain2001;;625,975,838,926;16169;Silent
Spain;2001;male;35-54 years;702;5607814;12,52;Spain2001;;625,975,838,926;16169;Boomers
Spain;2001;male;25-34 years;407;3456947;11,77;Spain2001;;625,975,838,926;16169;Generation X
Spain;2001;female;75+ years;160;1873657;8,54;Spain2001;;625,975,838,926;16169;Silent
Spain;2001;male;15-24 years;194;2913033;6,66;Spain2001;;625,975,838,926;16169;Millenials
Spain;2001;female;55-74 years;228;4211088;5,41;Spain2001;;625,975,838,926;16169;Silent
Spain;2001;female;35-54 years;234;5635311;4,15;Spain2001;;625,975,838,926;16169;Boomers
Spain;2001;female;25-34 years;93;3333937;2,79;Spain2001;;625,975,838,926;16169;Generation X
Spain;2001;female;15-24 years;40;2774641;1,44;Spain2001;;625,975,838,926;16169;Millenials
Spain;2001;male;5-14 years;7;2070400;0,34;Spain2001;;625,975,838,926;16169;Millenials
Spain;2001;female;5-14 years;4;1960476;0,2;Spain2001;;625,975,838,926;16169;Millenials
Spain;2002;male;75+ years;498;1171341;42,52;Spain2002;;705,145,868,624;17924;Silent
Spain;2002;male;55-74 years;688;3804296;18,08;Spain2002;;705,145,868,624;17924;Silent
Spain;2002;male;35-54 years;752;5784305;13;Spain2002;;705,145,868,624;17924;Boomers
Spain;2002;male;25-34 years;414;3566812;11,61;Spain2002;;705,145,868,624;17924;Generation X
Spain;2002;female;75+ years;154;1934508;7,96;Spain2002;;705,145,868,624;17924;Silent
Spain;2002;male;15-24 years;196;2855801;6,86;Spain2002;;705,145,868,624;17924;Millenials
Spain;2002;female;55-74 years;268;4260724;6,29;Spain2002;;705,145,868,624;17924;Silent
Spain;2002;female;35-54 years;245;5794565;4,23;Spain2002;;705,145,868,624;17924;Boomers
Spain;2002;female;25-34 years;103;3417162;3,01;Spain2002;;705,145,868,624;17924;Generation X
Spain;2002;female;15-24 years;46;2719911;1,69;Spain2002;;705,145,868,624;17924;Millenials
Spain;2002;male;5-14 years;7;2069866;0,34;Spain2002;;705,145,868,624;17924;Millenials
Spain;2002;female;5-14 years;1;1961320;0,05;Spain2002;;705,145,868,624;17924;Millenials
Spain;2003;male;75+ years;523;1219166;42,9;Spain2003;;906,853,273,138;22701;Silent
Spain;2003;male;55-74 years;676;3855429;17,53;Spain2003;;906,853,273,138;22701;Silent
Spain;2003;male;35-54 years;799;5955985;13,42;Spain2003;;906,853,273,138;22701;Boomers
Spain;2003;male;25-34 years;459;3667417;12,52;Spain2003;;906,853,273,138;22701;Generation X
Spain;2003;female;75+ years;162;1997884;8,11;Spain2003;;906,853,273,138;22701;Silent
Spain;2003;male;15-24 years;191;2795116;6,83;Spain2003;;906,853,273,138;22701;Millenials
Spain;2003;female;55-74 years;250;4309104;5,8;Spain2003;;906,853,273,138;22701;Silent
Spain;2003;female;35-54 years;266;5948492;4,47;Spain2003;;906,853,273,138;22701;Boomers
Spain;2003;female;25-34 years;93;3492577;2,66;Spain2003;;906,853,273,138;22701;Generation X
Spain;2003;female;15-24 years;56;2663400;2,1;Spain2003;;906,853,273,138;22701;Millenials
Spain;2003;male;5-14 years;2;2075819;0,1;Spain2003;;906,853,273,138;22701;Millenials
Spain;2003;female;5-14 years;1;1967167;0,05;Spain2003;;906,853,273,138;22701;Millenials
Spain;2004;male;75+ years;498;1269270;39,24;Spain2004;;1,069,555,500,372;26372;Silent
Spain;2004;male;55-74 years;659;3906640;16,87;Spain2004;;1,069,555,500,372;26372;Silent
Spain;2004;male;35-54 years;887;6135485;14,46;Spain2004;;1,069,555,500,372;26372;Boomers
Spain;2004;male;25-34 years;421;3758199;11,2;Spain2004;;1,069,555,500,372;26372;Generation X
Spain;2004;female;75+ years;183;2064141;8,87;Spain2004;;1,069,555,500,372;26372;Silent
Spain;2004;male;15-24 years;175;2735115;6,4;Spain2004;;1,069,555,500,372;26372;Millenials
Spain;2004;female;55-74 years;261;4356779;5,99;Spain2004;;1,069,555,500,372;26372;Silent
Spain;2004;female;35-54 years;267;6105697;4,37;Spain2004;;1,069,555,500,372;26372;Boomers
Spain;2004;female;25-34 years;89;3558696;2,5;Spain2004;;1,069,555,500,372;26372;Generation X
Spain;2004;female;15-24 years;56;2605983;2,15;Spain2004;;1,069,555,500,372;26372;Millenials
Spain;2004;male;5-14 years;11;2084465;0,53;Spain2004;;1,069,555,500,372;26372;Millenials
Spain;2004;female;5-14 years;1;1975353;0,05;Spain2004;;1,069,555,500,372;26372;Millenials
Spain;2005;male;75+ years;508;1321048;38,45;Spain2005;0,845;1,157,276,458,152;28092;Silent
Spain;2005;male;55-74 years;663;3959581;16,74;Spain2005;0,845;1,157,276,458,152;28092;Silent
Spain;2005;male;35-54 years;829;6325167;13,11;Spain2005;0,845;1,157,276,458,152;28092;Boomers
Spain;2005;male;25-34 years;402;3844965;10,46;Spain2005;0,845;1,157,276,458,152;28092;Generation X
Spain;2005;female;75+ years;166;2131394;7,79;Spain2005;0,845;1,157,276,458,152;28092;Silent
Spain;2005;female;55-74 years;277;4405181;6,29;Spain2005;0,845;1,157,276,458,152;28092;Silent
Spain;2005;male;15-24 years;164;2683966;6,11;Spain2005;0,845;1,157,276,458,152;28092;Millenials
Spain;2005;female;35-54 years;228;6266642;3,64;Spain2005;0,845;1,157,276,458,152;28092;Boomers
Spain;2005;female;25-34 years;117;3615897;3,24;Spain2005;0,845;1,157,276,458,152;28092;Generation X
Spain;2005;female;15-24 years;38;2553272;1,49;Spain2005;0,845;1,157,276,458,152;28092;Millenials
Spain;2005;male;5-14 years;4;2099387;0,19;Spain2005;0,845;1,157,276,458,152;28092;Millenials
Spain;2005;female;5-14 years;3;1988979;0,15;Spain2005;0,845;1,157,276,458,152;28092;Millenials
Spain;2006;male;75+ years;491;1374287;35,73;Spain2006;;1,264,551,499,185;30246;Silent
Spain;2006;male;55-74 years;676;4010241;16,86;Spain2006;;1,264,551,499,185;30246;Silent
Spain;2006;male;35-54 years;822;6515790;12,62;Spain2006;;1,264,551,499,185;30246;Boomers
Spain;2006;male;25-34 years;368;3903848;9,43;Spain2006;;1,264,551,499,185;30246;Generation X
Spain;2006;female;75+ years;144;2199499;6,55;Spain2006;;1,264,551,499,185;30246;Silent
Spain;2006;male;15-24 years;153;2635454;5,81;Spain2006;;1,264,551,499,185;30246;Millenials
Spain;2006;female;55-74 years;217;4450959;4,88;Spain2006;;1,264,551,499,185;30246;Silent
Spain;2006;female;35-54 years;245;6427029;3,81;Spain2006;;1,264,551,499,185;30246;Boomers
Spain;2006;female;25-34 years;87;3653351;2,38;Spain2006;;1,264,551,499,185;30246;Generation X
Spain;2006;female;15-24 years;39;2504340;1,56;Spain2006;;1,264,551,499,185;30246;Millenials
Spain;2006;female;5-14 years;3;2011294;0,15;Spain2006;;1,264,551,499,185;30246;Millenials
Spain;2006;male;5-14 years;2;2122756;0,09;Spain2006;;1,264,551,499,185;30246;Millenials
Spain;2007;male;75+ years;536;1424885;37,62;Spain2007;;1,479,341,637,011;34769;Silent
Spain;2007;male;55-74 years;633;4065846;15,57;Spain2007;;1,479,341,637,011;34769;Silent
Spain;2007;male;35-54 years;841;6733333;12,49;Spain2007;;1,479,341,637,011;34769;Boomers
Spain;2007;male;25-34 years;332;3962434;8,38;Spain2007;;1,479,341,637,011;34769;Generation X
Spain;2007;female;75+ years;146;2265062;6,45;Spain2007;;1,479,341,637,011;34769;Silent
Spain;2007;female;55-74 years;248;4502070;5,51;Spain2007;;1,479,341,637,011;34769;Silent
Spain;2007;male;15-24 years;114;2609810;4,37;Spain2007;;1,479,341,637,011;34769;Millenials
Spain;2007;female;35-54 years;275;6607654;4,16;Spain2007;;1,479,341,637,011;34769;Boomers
Spain;2007;female;25-34 years;97;3690155;2,63;Spain2007;;1,479,341,637,011;34769;Generation X
Spain;2007;female;15-24 years;30;2477304;1,21;Spain2007;;1,479,341,637,011;34769;Millenials
Spain;2007;male;5-14 years;7;2161485;0,32;Spain2007;;1,479,341,637,011;34769;Generation Z
Spain;2007;female;5-14 years;5;2047289;0,24;Spain2007;;1,479,341,637,011;34769;Generation Z
Spain;2008;male;75+ years;484;1470360;32,92;Spain2008;;1,635,015,380,108;37848;Silent
Spain;2008;male;55-74 years;701;4119213;17,02;Spain2008;;1,635,015,380,108;37848;Silent
Spain;2008;male;35-54 years;972;6933625;14,02;Spain2008;;1,635,015,380,108;37848;Boomers
Spain;2008;male;25-34 years;379;3966630;9,55;Spain2008;;1,635,015,380,108;37848;Generation X
Spain;2008;female;75+ years;154;2324904;6,62;Spain2008;;1,635,015,380,108;37848;Silent
Spain;2008;female;55-74 years;247;4552840;5,43;Spain2008;;1,635,015,380,108;37848;Silent
Spain;2008;male;15-24 years;138;2581615;5,35;Spain2008;;1,635,015,380,108;37848;Millenials
Spain;2008;female;35-54 years;261;6786588;3,85;Spain2008;;1,635,015,380,108;37848;Boomers
Spain;2008;female;25-34 years;87;3705581;2,35;Spain2008;;1,635,015,380,108;37848;Generation X
Spain;2008;female;15-24 years;30;2456366;1,22;Spain2008;;1,635,015,380,108;37848;Millenials
Spain;2008;female;5-14 years;2;2092458;0,1;Spain2008;;1,635,015,380,108;37848;Generation Z
Spain;2008;male;5-14 years;2;2209304;0,09;Spain2008;;1,635,015,380,108;37848;Generation Z
Spain;2009;male;75+ years;517;1514292;34,14;Spain2009;;1,499,099,749,931;34470;Silent
Spain;2009;male;55-74 years;714;4165673;17,14;Spain2009;;1,499,099,749,931;34470;Silent
Spain;2009;male;35-54 years;945;7078821;13,35;Spain2009;;1,499,099,749,931;34470;Boomers
Spain;2009;male;25-34 years;344;3882169;8,86;Spain2009;;1,499,099,749,931;34470;Generation X
Spain;2009;female;75+ years;149;2382502;6,25;Spain2009;;1,499,099,749,931;34470;Silent
Spain;2009;male;15-24 years;139;2527370;5,5;Spain2009;;1,499,099,749,931;34470;Millenials
Spain;2009;female;55-74 years;227;4595765;4,94;Spain2009;;1,499,099,749,931;34470;Silent
Spain;2009;female;35-54 years;274;6917215;3,96;Spain2009;;1,499,099,749,931;34470;Boomers
Spain;2009;female;25-34 years;80;3645416;2,19;Spain2009;;1,499,099,749,931;34470;Generation X
Spain;2009;female;15-24 years;32;2405171;1,33;Spain2009;;1,499,099,749,931;34470;Millenials
Spain;2009;male;5-14 years;7;2247483;0,31;Spain2009;;1,499,099,749,931;34470;Generation Z
Spain;2009;female;5-14 years;1;2128209;0,05;Spain2009;;1,499,099,749,931;34470;Generation Z
Spain;2010;male;75+ years;488;1554056;31,4;Spain2010;0,867;1,431,616,749,640;32839;Silent
Spain;2010;male;55-74 years;635;4217377;15,06;Spain2010;0,867;1,431,616,749,640;32839;Silent
Spain;2010;male;35-54 years;971;7176013;13,53;Spain2010;0,867;1,431,616,749,640;32839;Generation X
Spain;2010;male;25-34 years;272;3734261;7,28;Spain2010;0,867;1,431,616,749,640;32839;Generation X
Spain;2010;female;75+ years;120;2436769;4,92;Spain2010;0,867;1,431,616,749,640;32839;Silent
Spain;2010;female;55-74 years;207;4648706;4,45;Spain2010;0,867;1,431,616,749,640;32839;Silent
Spain;2010;male;15-24 years;99;2455458;4,03;Spain2010;0,867;1,431,616,749,640;32839;Millenials
Spain;2010;female;35-54 years;281;7026589;4;Spain2010;0,867;1,431,616,749,640;32839;Generation X
Spain;2010;female;25-34 years;59;3550860;1,66;Spain2010;0,867;1,431,616,749,640;32839;Generation X
Spain;2010;female;15-24 years;23;2348349;0,98;Spain2010;0,867;1,431,616,749,640;32839;Millenials
Spain;2010;male;5-14 years;3;2285012;0,13;Spain2010;0,867;1,431,616,749,640;32839;Generation Z
Spain;2010;female;5-14 years;0;2161906;0;Spain2010;0,867;1,431,616,749,640;32839;Generation Z
Spain;2011;male;75+ years;514;1587724;32,37;Spain2011;0,87;1,488,067,258,325;34097;Silent
Spain;2011;male;55-74 years;603;4282522;14,08;Spain2011;0,87;1,488,067,258,325;34097;Boomers
Spain;2011;male;35-54 years;942;7264343;12,97;Spain2011;0,87;1,488,067,258,325;34097;Generation X
Spain;2011;male;25-34 years;282;3561829;7,92;Spain2011;0,87;1,488,067,258,325;34097;Millenials
Spain;2011;female;75+ years;133;2482153;5,36;Spain2011;0,87;1,488,067,258,325;34097;Silent
Spain;2011;female;55-74 years;230;4716571;4,88;Spain2011;0,87;1,488,067,258,325;34097;Boomers
Spain;2011;female;35-54 years;290;7123072;4,07;Spain2011;0,87;1,488,067,258,325;34097;Generation X
Spain;2011;male;15-24 years;93;2391304;3,89;Spain2011;0,87;1,488,067,258,325;34097;Millenials
Spain;2011;female;25-34 years;70;3430347;2,04;Spain2011;0,87;1,488,067,258,325;34097;Millenials
Spain;2011;female;15-24 years;21;2294452;0,92;Spain2011;0,87;1,488,067,258,325;34097;Millenials
Spain;2011;female;5-14 years;1;2190917;0,05;Spain2011;0,87;1,488,067,258,325;34097;Generation Z
Spain;2011;male;5-14 years;1;2317337;0,04;Spain2011;0,87;1,488,067,258,325;34097;Generation Z
Spain;2012;male;75+ years;571;1655129;34,5;Spain2012;0,874;1,336,018,949,806;30146;Silent
Spain;2012;male;55-74 years;695;4411118;15,76;Spain2012;0,874;1,336,018,949,806;30146;Boomers
Spain;2012;male;35-54 years;1016;7529797;13,49;Spain2012;0,874;1,336,018,949,806;30146;Generation X
Spain;2012;male;25-34 years;318;3431219;9,27;Spain2012;0,874;1,336,018,949,806;30146;Millenials
Spain;2012;female;75+ years;143;2583804;5,53;Spain2012;0,874;1,336,018,949,806;30146;Silent
Spain;2012;male;15-24 years;120;2380360;5,04;Spain2012;0,874;1,336,018,949,806;30146;Millenials
Spain;2012;female;55-74 years;230;4772892;4,82;Spain2012;0,874;1,336,018,949,806;30146;Boomers
Spain;2012;female;35-54 years;333;7311647;4,55;Spain2012;0,874;1,336,018,949,806;30146;Generation X
Spain;2012;female;25-34 years;74;3332672;2,22;Spain2012;0,874;1,336,018,949,806;30146;Millenials
Spain;2012;female;15-24 years;34;2275761;1,49;Spain2012;0,874;1,336,018,949,806;30146;Millenials
Spain;2012;male;5-14 years;4;2384853;0,17;Spain2012;0,874;1,336,018,949,806;30146;Generation Z
Spain;2012;female;5-14 years;1;2249607;0,04;Spain2012;0,874;1,336,018,949,806;30146;Generation Z
Spain;2013;male;75+ years;530;1676659;31,61;Spain2013;0,874;1,361,854,206,549;30792;Silent
Spain;2013;male;55-74 years;812;4513382;17,99;Spain2013;0,874;1,361,854,206,549;30792;Boomers
Spain;2013;male;35-54 years;1174;7548690;15,55;Spain2013;0,874;1,361,854,206,549;30792;Generation X
Spain;2013;male;25-34 years;260;3221833;8,07;Spain2013;0,874;1,361,854,206,549;30792;Millenials
Spain;2013;female;75+ years;173;2610418;6,63;Spain2013;0,874;1,361,854,206,549;30792;Silent
Spain;2013;female;55-74 years;287;4877060;5,88;Spain2013;0,874;1,361,854,206,549;30792;Boomers
Spain;2013;male;15-24 years;131;2330807;5,62;Spain2013;0,874;1,361,854,206,549;30792;Millenials
Spain;2013;female;35-54 years;373;7349605;5,08;Spain2013;0,874;1,361,854,206,549;30792;Generation X
Spain;2013;female;25-34 years;79;3167837;2,49;Spain2013;0,874;1,361,854,206,549;30792;Millenials
Spain;2013;female;15-24 years;45;2226350;2,02;Spain2013;0,874;1,361,854,206,549;30792;Millenials
Spain;2013;male;5-14 years;6;2422042;0,25;Spain2013;0,874;1,361,854,206,549;30792;Generation Z
Spain;2013;female;5-14 years;3;2282942;0,13;Spain2013;0,874;1,361,854,206,549;30792;Generation Z
Spain;2014;male;75+ years;587;1677547;34,99;Spain2014;0,876;1,376,910,811,041;31171;Silent
Spain;2014;male;55-74 years;759;4639848;16,36;Spain2014;0,876;1,376,910,811,041;31171;Boomers
Spain;2014;male;35-54 years;1184;7552174;15,68;Spain2014;0,876;1,376,910,811,041;31171;Generation X
Spain;2014;male;25-34 years;268;3040808;8,81;Spain2014;0,876;1,376,910,811,041;31171;Millenials
Spain;2014;female;75+ years;157;2611618;6,01;Spain2014;0,876;1,376,910,811,041;31171;Silent
Spain;2014;male;15-24 years;136;2297600;5,92;Spain2014;0,876;1,376,910,811,041;31171;Millenials
Spain;2014;female;55-74 years;294;5008921;5,87;Spain2014;0,876;1,376,910,811,041;31171;Boomers
Spain;2014;female;35-54 years;380;7373279;5,15;Spain2014;0,876;1,376,910,811,041;31171;Generation X
Spain;2014;female;25-34 years;86;3012206;2,86;Spain2014;0,876;1,376,910,811,041;31171;Millenials
Spain;2014;female;15-24 years;50;2191362;2,28;Spain2014;0,876;1,376,910,811,041;31171;Millenials
Spain;2014;female;5-14 years;6;2312052;0,26;Spain2014;0,876;1,376,910,811,041;31171;Generation Z
Spain;2014;male;5-14 years;4;2455356;0,16;Spain2014;0,876;1,376,910,811,041;31171;Generation Z
Spain;2015;male;75+ years;573;1693221;33,84;Spain2015;;1,197,789,902,774;27108;Silent
Spain;2015;male;55-74 years;736;4750328;15,49;Spain2015;;1,197,789,902,774;27108;Boomers
Spain;2015;male;35-54 years;1015;7551081;13,44;Spain2015;;1,197,789,902,774;27108;Generation X
Spain;2015;male;25-34 years;241;2897590;8,32;Spain2015;;1,197,789,902,774;27108;Millenials
Spain;2015;female;75+ years;168;2624796;6,4;Spain2015;;1,197,789,902,774;27108;Silent
Spain;2015;female;55-74 years;281;5125562;5,48;Spain2015;;1,197,789,902,774;27108;Boomers
Spain;2015;female;35-54 years;360;7389698;4,87;Spain2015;;1,197,789,902,774;27108;Generation X
Spain;2015;male;15-24 years;109;2287320;4,77;Spain2015;;1,197,789,902,774;27108;Millenials
Spain;2015;female;25-34 years;66;2884411;2,29;Spain2015;;1,197,789,902,774;27108;Millenials
Spain;2015;female;15-24 years;47;2177807;2,16;Spain2015;;1,197,789,902,774;27108;Millenials
Spain;2015;male;5-14 years;7;2475209;0,28;Spain2015;;1,197,789,902,774;27108;Generation Z
Spain;2015;female;5-14 years;1;2329505;0,04;Spain2015;;1,197,789,902,774;27108;Generation Z
Sri Lanka;1985;male;75+ years;144;115000;125,22;Sri Lanka1985;0,597;5,978,460,972;431;G,I, Generation
Sri Lanka;1985;male;15-24 years;1432;1673000;85,59;Sri Lanka1985;0,597;5,978,460,972;431;Generation X
Sri Lanka;1985;male;25-34 years;1024;1288000;79,5;Sri Lanka1985;0,597;5,978,460,972;431;Boomers
Sri Lanka;1985;male;55-74 years;443;680000;65,15;Sri Lanka1985;0,597;5,978,460,972;431;G,I, Generation
Sri Lanka;1985;female;15-24 years;943;1652000;57,08;Sri Lanka1985;0,597;5,978,460,972;431;Generation X
Sri Lanka;1985;male;35-54 years;824;1469000;56,09;Sri Lanka1985;0,597;5,978,460,972;431;Silent
Sri Lanka;1985;female;25-34 years;426;1268000;33,6;Sri Lanka1985;0,597;5,978,460,972;431;Boomers
Sri Lanka;1985;female;75+ years;23;106000;21,7;Sri Lanka1985;0,597;5,978,460,972;431;G,I, Generation
Sri Lanka;1985;female;35-54 years;203;1402000;14,48;Sri Lanka1985;0,597;5,978,460,972;431;Silent
Sri Lanka;1985;female;55-74 years;80;600000;13,33;Sri Lanka1985;0,597;5,978,460,972;431;G,I, Generation
Sri Lanka;1985;male;5-14 years;71;1836000;3,87;Sri Lanka1985;0,597;5,978,460,972;431;Generation X
Sri Lanka;1985;female;5-14 years;55;1768000;3,11;Sri Lanka1985;0,597;5,978,460,972;431;Generation X
Sri Lanka;1986;male;75+ years;145;117200;123,72;Sri Lanka1986;;6,405,210,564;454;G,I, Generation
Sri Lanka;1986;male;25-34 years;1045;1310300;79,75;Sri Lanka1986;;6,405,210,564;454;Boomers
Sri Lanka;1986;male;15-24 years;1304;1702300;76,6;Sri Lanka1986;;6,405,210,564;454;Generation X
Sri Lanka;1986;male;55-74 years;461;690600;66,75;Sri Lanka1986;;6,405,210,564;454;G,I, Generation
Sri Lanka;1986;male;35-54 years;851;1495400;56,91;Sri Lanka1986;;6,405,210,564;454;Silent
Sri Lanka;1986;female;15-24 years;804;1680400;47,85;Sri Lanka1986;;6,405,210,564;454;Generation X
Sri Lanka;1986;female;25-34 years;365;1290400;28,29;Sri Lanka1986;;6,405,210,564;454;Boomers
Sri Lanka;1986;female;75+ years;22;109400;20,11;Sri Lanka1986;;6,405,210,564;454;G,I, Generation
Sri Lanka;1986;female;35-54 years;193;1425200;13,54;Sri Lanka1986;;6,405,210,564;454;Silent
Sri Lanka;1986;female;55-74 years;72;611700;11,77;Sri Lanka1986;;6,405,210,564;454;G,I, Generation
Sri Lanka;1986;male;5-14 years;48;1868800;2,57;Sri Lanka1986;;6,405,210,564;454;Generation X
Sri Lanka;1986;female;5-14 years;35;1799700;1,94;Sri Lanka1986;;6,405,210,564;454;Generation X
Sri Lanka;1996;male;75+ years;146;191662;76,18;Sri Lanka1996;;13,897,738,375;834;G,I, Generation
Sri Lanka;1996;male;55-74 years;648;919081;70,51;Sri Lanka1996;;13,897,738,375;834;Silent
Sri Lanka;1996;male;25-34 years;918;1524411;60,22;Sri Lanka1996;;13,897,738,375;834;Generation X
Sri Lanka;1996;male;35-54 years;1211;2095820;57,78;Sri Lanka1996;;13,897,738,375;834;Boomers
Sri Lanka;1996;male;15-24 years;768;1772399;43,33;Sri Lanka1996;;13,897,738,375;834;Generation X
Sri Lanka;1996;female;15-24 years;500;1726757;28,96;Sri Lanka1996;;13,897,738,375;834;Generation X
Sri Lanka;1996;female;25-34 years;284;1516469;18,73;Sri Lanka1996;;13,897,738,375;834;Generation X
Sri Lanka;1996;female;75+ years;30;196180;15,29;Sri Lanka1996;;13,897,738,375;834;G,I, Generation
Sri Lanka;1996;female;35-54 years;228;2135855;10,67;Sri Lanka1996;;13,897,738,375;834;Boomers
Sri Lanka;1996;female;55-74 years;102;966021;10,56;Sri Lanka1996;;13,897,738,375;834;Silent
Sri Lanka;1996;male;5-14 years;37;1840930;2,01;Sri Lanka1996;;13,897,738,375;834;Millenials
Sri Lanka;1996;female;5-14 years;26;1768842;1,47;Sri Lanka1996;;13,897,738,375;834;Millenials
Sri Lanka;1997;male;75+ years;181;195537;92,57;Sri Lanka1997;;15,091,913,884;900;G,I, Generation
Sri Lanka;1997;male;25-34 years;1109;1514832;73,21;Sri Lanka1997;;15,091,913,884;900;Generation X
Sri Lanka;1997;male;55-74 years;649;930446;69,75;Sri Lanka1997;;15,091,913,884;900;Silent
Sri Lanka;1997;male;35-54 years;1491;2161948;68,97;Sri Lanka1997;;15,091,913,884;900;Boomers
Sri Lanka;1997;male;15-24 years;924;1779781;51,92;Sri Lanka1997;;15,091,913,884;900;Generation X
Sri Lanka;1997;female;15-24 years;623;1738059;35,84;Sri Lanka1997;;15,091,913,884;900;Generation X
Sri Lanka;1997;female;75+ years;53;201309;26,33;Sri Lanka1997;;15,091,913,884;900;G,I, Generation
Sri Lanka;1997;female;25-34 years;341;1514575;22,51;Sri Lanka1997;;15,091,913,884;900;Generation X
Sri Lanka;1997;female;35-54 years;313;2204629;14,2;Sri Lanka1997;;15,091,913,884;900;Boomers
Sri Lanka;1997;female;55-74 years;118;984037;11,99;Sri Lanka1997;;15,091,913,884;900;Silent
Sri Lanka;1997;female;5-14 years;49;1739451;2,82;Sri Lanka1997;;15,091,913,884;900;Millenials
Sri Lanka;1997;male;5-14 years;36;1810805;1,99;Sri Lanka1997;;15,091,913,884;900;Millenials
Sri Lanka;1998;male;75+ years;214;197754;108,22;Sri Lanka1998;;15,794,972,847;935;G,I, Generation
Sri Lanka;1998;male;55-74 years;677;946470;71,53;Sri Lanka1998;;15,794,972,847;935;Silent
Sri Lanka;1998;male;35-54 years;1567;2224435;70,44;Sri Lanka1998;;15,794,972,847;935;Boomers
Sri Lanka;1998;male;25-34 years;968;1499623;64,55;Sri Lanka1998;;15,794,972,847;935;Generation X
Sri Lanka;1998;male;15-24 years;740;1792565;41,28;Sri Lanka1998;;15,794,972,847;935;Generation X
Sri Lanka;1998;female;15-24 years;522;1753245;29,77;Sri Lanka1998;;15,794,972,847;935;Generation X
Sri Lanka;1998;female;25-34 years;310;1508958;20,54;Sri Lanka1998;;15,794,972,847;935;Generation X
Sri Lanka;1998;female;75+ years;32;205515;15,57;Sri Lanka1998;;15,794,972,847;935;G,I, Generation
Sri Lanka;1998;female;35-54 years;278;2271131;12,24;Sri Lanka1998;;15,794,972,847;935;Boomers
Sri Lanka;1998;female;55-74 years;118;1006698;11,72;Sri Lanka1998;;15,794,972,847;935;Silent
Sri Lanka;1998;female;5-14 years;52;1710834;3,04;Sri Lanka1998;;15,794,972,847;935;Millenials
Sri Lanka;1998;male;5-14 years;40;1780463;2,25;Sri Lanka1998;;15,794,972,847;935;Millenials
Sri Lanka;1999;male;75+ years;182;198230;91,81;Sri Lanka1999;;15,656,327,860;920;G,I, Generation
Sri Lanka;1999;male;35-54 years;1609;2281687;70,52;Sri Lanka1999;;15,656,327,860;920;Boomers
Sri Lanka;1999;male;55-74 years;683;968940;70,49;Sri Lanka1999;;15,656,327,860;920;Silent
Sri Lanka;1999;male;25-34 years;997;1481693;67,29;Sri Lanka1999;;15,656,327,860;920;Generation X
Sri Lanka;1999;male;15-24 years;765;1805721;42,37;Sri Lanka1999;;15,656,327,860;920;Generation X
Sri Lanka;1999;female;15-24 years;536;1767426;30,33;Sri Lanka1999;;15,656,327,860;920;Generation X
Sri Lanka;1999;female;75+ years;49;208739;23,47;Sri Lanka1999;;15,656,327,860;920;G,I, Generation
Sri Lanka;1999;female;25-34 years;303;1501778;20,18;Sri Lanka1999;;15,656,327,860;920;Generation X
Sri Lanka;1999;female;35-54 years;304;2334618;13,02;Sri Lanka1999;;15,656,327,860;920;Boomers
